cipher,metric,mean,std,ci_lower,ci_upper,ci_width,relative_ci_width
PRESENT-80,encryption_time_ms,14.152753001156574,12.344493292250135,-23.404564489242034,51.710070491555186,75.11463498079722,530.7422165472598
PRESENT-80,decryption_time_ms,16.69697166304104,14.566720524968986,-27.621327565460057,61.01527089154214,88.6365984570022,530.8543384139558
PRESENT-80,throughput_mbps,0.008144790029585038,8.547770697197282e-05,0.007884729668815668,0.008404850390354409,0.0005201207215387409,6.385931615787031
PRESENT-128,encryption_time_ms,13.7827310024295,11.798136621862648,-22.1123318739525,49.6777938788115,71.790125752764,520.8701072386123
PRESENT-128,decryption_time_ms,16.926667000322293,14.315760933071436,-26.628104001704383,60.481438002348966,87.10954200405335,514.6290288713941
PRESENT-128,throughput_mbps,0.008122276098747888,0.0002138379791618764,0.007471687963232451,0.008772864234263324,0.0013011762710308733,16.01984782604792
SIMON-64/128,encryption_time_ms,1.978443997989719,1.626156282187095,-2.9690306640483914,6.925918660027829,9.89494932407622,500.1379535700985
SIMON-64/128,decryption_time_ms,2.1202623355202377,1.8416482215738537,-3.482832528381582,7.723357199422058,11.20618972780364,528.5284532988715
SIMON-64/128,throughput_mbps,0.05597911097164309,0.005250981208105171,0.04000334236778044,0.07195487957550574,0.0319515372077253,57.077607438086574
SPECK-64/128,encryption_time_ms,0.914662666230773,0.6243559066224263,-0.9848995480194859,2.814224880481032,3.7991244285005177,415.3579859289877
SPECK-64/128,decryption_time_ms,0.9263776665708671,0.7700749272167892,-1.4165251847785467,3.2692805179202806,4.685805702698827,505.82023636688865
SPECK-64/128,throughput_mbps,0.11811819740317205,0.015706697179710825,0.07033159338968147,0.16590480141666264,0.09557320802698117,80.9131955347759
GIFT-64/128,encryption_time_ms,12.112186001613736,10.501118637237518,-19.836784063497937,44.06115606672541,63.89794013022335,527.5508493818545
GIFT-64/128,decryption_time_ms,13.150636332963282,11.371863323228318,-21.447517773211047,47.74879043913761,69.19630821234865,526.182204878571
GIFT-64/128,throughput_mbps,0.009604863647053789,0.0007676624850121239,0.007269300494115871,0.011940426799991707,0.004671126305875836,48.63292679129979
TinyJambu-128,encryption_time_ms,2.8737946634646505,0.11469269276055981,2.5248496096776827,3.2227397172516183,0.6978901075739357,24.28461979021697
TinyJambu-128,decryption_time_ms,2.757056667469442,0.23186980955662556,2.0516078614480895,3.4625054734907943,1.4108976120427048,51.174051976874814
TinyJambu-128,throughput_mbps,0.04097223011957583,0.034963137247028646,-0.06540083963383503,0.14734529987298667,0.2127461395068217,519.2447149836134
